id,text,tags,created_at,modified_at,location,stream_ids,stream_names
000000000000000006872727,#VyperLogix asking for PayPal donations at sales@vyperlogix.com for  development of JavaScript injection tools code named VyperProxy(tm).,VyperLogix,2010-08-20 17:37:27.320000,2010-08-20 17:39:12.980000,,00000000000000000065c3f4,My Ideas
000000000000000006961711,#Android live wallpaper that shows time lapse city scales that track the time of day in realtime.,Android,2010-08-22 15:44:46.439000,2010-08-22 15:44:46.439000,,00000000000000000065c3f4,My Ideas
000000000000000007086024,#Flex4 #AS3 Ajax animation - spinning globe with rotating Vyper Logix logo inside that grows as time passes or progress increases.,"AS3, Flex4",2010-08-24 18:40:37.354000,2010-08-24 18:40:37.354000,,00000000000000000065c3f4,My Ideas
000000000000000006669317,You know what else is legal ?  GPS jammers... http://bit.ly/aYmBtp .  (http://bit.ly/aczVLS),,2010-06-29 17:12:22.701000,2010-08-25 21:09:57.552000,,00000000000000000065c3f4,My Ideas
000000000000000019961943,Age #discrimination.  Some I.T. managers like to pump older candidates for free technical advice they pass onto their younger staff members.,discrimination,2010-08-30 17:39:16.321000,2010-08-30 18:15:22.476000,,00000000000000000065c3f4,My Ideas
000000000000000019972415,"#vyperlogix says HTML5 heavy sites are vulnerable to soft JavaScript injection attacks, Flex4 ain't... http://bit.ly/blgReX click to learn!",vyperlogix,2010-08-31 16:51:30.297000,2010-08-31 16:51:40.712000,,00000000000000000065c3f4,My Ideas
000000000000000006669309,"Available for calls M-F 7a-8a & 5p-9p 415-314-5967 (direct cell) or 415-685-3154 (messages only).  Please don't get the feeling that I don't value you or that I don't want to talk to you because who knows, I just might.
",,2010-05-07 15:25:45.623000,2010-09-03 15:39:44.998000,,00000000000000000065c3f4,My Ideas
000000000000000020032016,#Android Genius Test asks a series of questions then rates the user also tracks top ten geniuses online.,Android,2010-09-05 15:57:04.692000,2010-09-05 15:57:14.889000,"38.1861255, -122.1375495",00000000000000000065c3f4,My Ideas
000000000000000020054119,"""Frap on, Frap off. The Frapper."" Copyright 2010, http://RayCHORN.com, All Rights Reserved.",,2010-09-07 16:50:20.581000,2010-09-07 16:50:29.055000,"37.4088893333, -121.947964667",00000000000000000065c3f4,My Ideas
000000000000000020081312,#Android app that allows comments for market apps.,Android,2010-09-09 17:12:38.688000,2010-09-09 17:12:49.183000,"37.417774, -121.950282",00000000000000000065c3f4,My Ideas
000000000000000020081411,"I do not do phone screens with recruiter people... Recruiters tend to ask silly questions due to their lack of technical experience...

Why not just screen this:

Http://RayCHORN.com

If you are able to see what I can do based on work I have done then you will have accomplished your desire to screen my skills.

#Screening",Screening,2010-09-09 17:23:21.039000,2010-09-09 17:23:48.732000,"37.417774, -121.950282",00000000000000000065c3f4,My Ideas
000000000000000020095448,"Beware of Doug McDaniel he is an #extortion artist living in Orange County California.  http://linkd.in/abLDYl
",extortion,2010-09-10 18:42:08.567000,2010-09-10 18:42:18.239000,"37.417774, -121.950282",00000000000000000065c3f4,My Ideas
000000000000000020100311,Adobe #AIR #hacks package Python executable inside the AIR file and deliver via web.,"AIR, hacks",2010-09-11 05:39:14.270000,2010-09-11 02:53:02.764000,"38.1884165, -122.1398108",00000000000000000065c3f4,My Ideas
000000000000000006719818,"#Android Rss Reader that used #VyperBlog to send minimal deltas whenever new articles arrive. Persistent feeds per user.  Adobe Air client as an option.

Also, push news feeds based on search for certain topics.","Android, VyperBlog",2010-08-17 21:39:53.137000,2010-09-12 18:28:23.739000,"38.197361, -122.14708",00000000000000000065c3f4,My Ideas
000000000000000020115506,"#TweetDeck hacks: (15). Combine all tweets into a single column and filter-out repeated tweets that are too similar to those already seen.3 minutes ago via TweetDeck

@TweetDeck hacks: (14). Automatically update to the latest TweetDeck whenever a new version is available.3 minutes ago via TweetDeck

@TweetDeck hacks: (13). Automatically translate tweets that are not in preferred language using latest Google AI API.8 minutes ago via TweetDeck

@TweetDeck hacks: (12). Watch for and collect tweets I said I was interested in based on those tweets I have clicked, for later.9 minutes ago via TweetDeck

Nice to have @TweetDeck hacks: (11). Don't show me tweets that are too similar to those I have already seen.13 minutes ago via TweetDeck

Nice to have @TweetDeck hacks: (10). Allow me to edit my last tweet with a single keystroke.21 minutes ago via TweetDeck

Nice to have @TweetDeck hacks: (9). Automatically follow those who follow me and direct message each with a nice ""hello and thanks"".27 minutes ago via TweetDeck

Nice to have @TweetDeck hacks: (8). Allow tweets to span 140 char limits automatically.28 minutes ago via TweetDeck

Nice to have @TweetDeck hacks: (7). Show columns only when there are unread items, mark read on mouse-over.29 minutes ago via TweetDeck

Nice to have @TweetDeck hacks: (6). Show only unique Tweets when copies appear in multiple columns.30 minutes ago via TweetDeck

Nice to have @TweetDeck hacks: (5). Show me more Tweets in each column via smaller text and magnify on mouse-over.32 minutes ago via TweetDeck

Nice to have @TweetDeck hacks: (4). Scheduler needs to allow me to tweet from any RSS feeds via my own web interface.36 minutes ago via TweetDeck

Nice to have @TweetDeck hacks: (3). Scheduler needs to allow me to schedule any number of Tweets for later delivery.36 minutes ago via TweetDeck

Nice to have @TweetDeck hacks: (2). FourSquare hack to allow me to become the mayor of any location automatically.42 minutes ago via TweetDeck

Nice to have @TweetDeck hacks: (1). FourSquare hack to allow me to check-in to any locations at any time I wish automatically.",TweetDeck,2010-09-12 19:55:57.926000,2010-09-12 19:56:09.393000,"38.1962685, -122.154724233",00000000000000000065c3f4,My Ideas
000000000000000020149039,"4SquareHax for #Android is under development, will allow users of FourSquare.com to hack check-ins & mayorness via the Cloud.

#FourSquare.com","Android, FourSquare",2010-09-15 17:27:39.938000,2010-09-15 17:28:14.268000,,00000000000000000065c3f4,My Ideas
000000000000000020208962,We are pleased to announce that the AIR 2.5 runtime for Android will be available on the Android Market starting 10/8.,,2010-09-20 18:43:18.363000,2010-09-20 18:43:28.830000,,00000000000000000065c3f4,My Ideas
000000000000000020210975,"@elips3 with http://bit.ly/awNuIv & http://bit.ly/91onPl & http://bit.ly/d2AUsd makes video games for the Droid.

#Android",Android,2010-09-20 22:38:02.013000,2010-09-20 22:43:46.766000,,00000000000000000065c3f4,My Ideas
000000000000000020212706,"Why do I have to wait longer than 48 hours for a response from @elips3 as to how to move my Indie license to a different computer?

#elips3",elips3,2010-09-21 02:10:17.533000,2010-09-21 02:10:27.307000,,00000000000000000065c3f4,My Ideas
000000000000000020218621,"@Adobe gets Android better than @elips3 where Android specificity is most useful. Kudos to Adobe AIR 2.5.

#elips3",elips3,2010-09-21 16:06:46.700000,2010-09-21 16:06:57.460000,,00000000000000000065c3f4,My Ideas
000000000000000020220822,"#508 by context, if Jaws shortcut is used then switch to #Accessible mode otherwise not.

Also use AIR external process to detect Jaws.

#BMC","Accessible, BMC, 508",2010-09-21 19:24:18.786000,2010-09-21 19:24:29.548000,,00000000000000000065c3f4,My Ideas
000000000000000020125971,"Get connected to a top-notch Android developer today !!!  I can build your native Android/ iPhone app today !!!   http://linkd.in/amwvqc

#linkedin",linkedin,2010-09-13 16:46:46.004000,2010-09-26 02:10:57.709000,,00000000000000000065c3f4,My Ideas
000000000000000020291789,Your connection for high-powered Adobe AIR development  !!!  I can build your Windows/Mac/Linux AIR  app today !!!   http://linkd.in/amwvqc,,2010-09-27 23:19:46.336000,2010-09-28 16:50:48.922000,,00000000000000000065c3f4,My Ideas
000000000000000020299107,"Over-qualified does not begin to say it !!!  Get an over-qualified professional on your project today !!!!  http://linkd.in/amwvqc

#linkedin",linkedin,2010-09-28 16:59:40.452000,2010-09-28 16:59:50.325000,,00000000000000000065c3f4,My Ideas
000000000000000020506826,"Thank You For Your Order!  -  Please Print This Page

        Your order has been received.  Your credit card will show a charge from ""ESALES, INC.""

        Your Order Number Is:58988

        Your Customer Number Is:
        42824

        Please feel free to contact us at +1-631-756-3292, or e-mail to 
            info@360-pros.com, if there is anything at all we can help with.

#360-pros.com",360,2010-10-11 20:52:54.550000,2010-10-11 20:52:54.550000,,00000000000000000065c3f4,My Ideas
000000000000000020688875,"To enter, you need only become a follower of @SamsungMobileUS, tweet the answer to the posted question, and end it all with the #WINGALAXYTAB hashtag. Pretty simple. The contest runs from today at noon central time through November 8th.

@SamsungMobileUS. I would video chat with my mother and sister. #WINGALAXYTAB
",WINGALAXYTAB,2010-10-25 19:47:59.840000,2010-10-25 19:59:00.981000,,00000000000000000065c3f4,My Ideas
000000000000000020728122,#SW00345936 Qa blocker for Elaine Tang.,SW00345936,2010-10-28 21:15:57.252000,2010-10-28 21:16:43.083000,,00000000000000000065c3f4,My Ideas
000000000000000020741345,"Samsung HT-C550 $249.99
",,2010-10-29 23:37:06.741000,2010-10-29 23:37:06.741000,,00000000000000000065c3f4,My Ideas
000000000000000020749037,"#OfficePro at Office Max

",OfficePro,2010-10-30 17:36:13.963000,2010-10-30 17:36:13.963000,,00000000000000000065c3f4,My Ideas
000000000000000020843670,#Office Max.56x56  $200.00,Office,2010-10-30 17:42:40.023000,2010-10-30 17:42:40.023000,,00000000000000000065c3f4,My Ideas
000000000000000021308225,Kick ass music streamer for #Android that downloads available music while streaming music that was uploaded or downloaded.  Music can be shared with friends via anonymous file sharing.,Android,2010-11-30 05:21:00.625000,2010-11-30 05:21:00.625000,,00000000000000000065c3f4,My Ideas
000000000000000021496746,"sweet.guy92705 

#Yahoo IM",Yahoo,2010-12-10 07:25:01.272000,2010-12-10 07:25:01.272000,,00000000000000000065c3f4,My Ideas
000000000000000006768489,"""Intellectuals solve problems, a genius avoids them completely."" 

San Francisco: 415-314-5967
Skype: ray.c.horn 
Fax: 866-571-1108 

CONFIDENTIALITY NOTICE: This communication may contain information that is confidential and proprietary to the sender of this message, and I hereby designate the information in this message as confidential. The information is intended only for the use of the individual(s) or entity to whom this communication was directed. If you are not the intended recipient, you are hereby notified that any disclosure, copying, distribution or use of any of the information contained in this communication is strictly prohibited and that you should immediately destroy this message and its contents and notify the sender.

#signature
",signature,2010-08-18 19:13:52.250000,2010-12-27 18:21:32.207000,,00000000000000000065c3f4,My Ideas
000000000000000021958458,#Android Factory Reset on failed passcode.,Android,2011-01-05 18:48:44.701000,2011-01-05 18:48:44.701000,,00000000000000000065c3f4,My Ideas
000000000000000023028203,"http://rss.slashdot.org/~r/Slashdot/slashdot/~3/c0ic8tYRAmw/New-SHA-Functions-Boost-Crypto-On-64-bit-Chips

#Sha
#Crypto","Sha, Crypto",2011-02-18 23:38:36,2011-02-18 23:38:36,,00000000000000000065c3f4,My Ideas
000000000000000023471833,"Superior application development techniques give rise to super-rapid application development like http://www.polymorphical.com

#polymorphical",polymorphical,2011-03-07 20:37:54,2011-03-07 20:37:54,,00000000000000000065c3f4,My Ideas
000000000000000023474056,"My name is Steven, I'm with Nichols research which is an independent market research company. I'm calling you about a focus group discussion. We're putting together for Mobile Application developers. It'll be on Wednesday March 16th. And it goes for 2 hours. Pay's $150 and it's at our San Francisco location, which is directly above the Montgomery BART station. I wanted to find out if you're interested in the have some questions to see if you would qualified, give US A call AT (510) 794-2990 and the reference number for our study is 4131. So, that's (510) 794-2990. 

#paid research",paid,2011-03-07 21:29:33,2011-03-07 21:29:33,,00000000000000000065c3f4,My Ideas
000000000000000024211875,Check out this app I found called #SoundCloud http://market.android.com/details?id=com.soundcloud.android,SoundCloud,2011-03-30 14:29:54,2011-03-30 14:29:54,,00000000000000000065c3f4,My Ideas
000000000000000024211860,"#Shazam http://market.android.com/details?id=com.shazam.encore.android and
#SoundCloud http://market.android.com/details?id=com.soundcloud.android were FREE from Amazon App Market.","Shazam, SoundCloud",2011-03-30 14:29:19,2011-03-30 14:31:34,,00000000000000000065c3f4,My Ideas
000000000000000025508806,"http://www.math.montana.edu/frankw/ccp/cases/Global-Positioning/spherical-coordinates/learn.htm

#gps
",gps,2011-05-09 23:26:05.206000,2011-05-09 23:26:05.206000,,00000000000000000065c3f4,My Ideas
000000000000000025509156,"http://shop.delorme.com/OA_HTML/DELibeCCtdItemDetail.jsp?item=24366&section=10075&forge_prod=HHeMw5JBxTIoFf76jpJ0uq7W:S&forge_prod_pses=forge_prod%3DHHeMw5JBxTIoFf76jpJ0uq7W%253AS%7E

#gps",gps,2011-05-09 23:42:24.585000,2011-05-09 23:42:24.585000,,00000000000000000065c3f4,My Ideas
000000000000000025500691,"ONTRAC C11001108625355

",,2011-05-09 17:46:19.508000,2011-05-10 17:44:46.185000,,00000000000000000065c3f4,My Ideas
000000000000000025323735,"
https://market.android.com/details?id=air.com.vyperlogix.android.FreeStarbucks&feature=search_result

#android ",android,2011-05-04 00:16:18.487000,2011-05-10 21:41:51.416000,,00000000000000000065c3f4,My Ideas
000000000000000025643291,"Test Date: May 13, 2011 10:22:25 am
Connection Type: Wifi (4G)
Server: Palo Alto, CA
Download: 2316 kbps
Upload: 1179 kbps
Ping: 319 ms

Latitude: 37.70280
Longitude: -122.05230
",,2011-05-13 17:25:38.920000,2011-05-13 17:25:38.920000,,00000000000000000065c3f4,My Ideas
000000000000000025648687,KDAPD402J0-511-628,,2011-05-13 21:07:54.686000,2011-05-13 21:07:54.686000,,00000000000000000065c3f4,My Ideas
000000000000000025649558,"Test Date: May 13, 2011 2:43:25 pm
Connection Type: Wifi (4G Verizon)
Server: Palo Alto, CA
Download: 2180 kbps
Upload: 54 kbps
Ping: 288 ms

Latitude: 37.42276
Longitude: -122.0750",,2011-05-13 21:44:46.597000,2011-05-13 21:45:25.216000,,00000000000000000065c3f4,My Ideas
000000000000000025718602,"http://www.mathworks.com/matlabcentral/answers/294-generate-random-points-inside-a-circle?s_v1=25427828_1-4Y7118

#geolocation, #gps","geolocation, gps",2011-05-16 05:04:03.296000,2011-05-16 05:04:03.296000,,00000000000000000065c3f4,My Ideas
000000000000000025718651,"http://www.gnu.org/software/octave/about.html

#matlab",matlab,2011-05-16 05:06:44.246000,2011-05-16 05:06:44.246000,,00000000000000000065c3f4,My Ideas
000000000000000025718667,"http://www.morlok.net/ryan/2006/11/01/open-source-matlab-alternatives/

#matlab",matlab,2011-05-16 05:07:49.549000,2011-05-16 05:07:49.549000,,00000000000000000065c3f4,My Ideas
000000000000000025718688,"http://www.google.com/search?hl=en&client=tablet-android-google&source=android-launcher-search&action=devloc&q=open+source+matlab+alternative

#matlab",matlab,2011-05-16 05:08:30.958000,2011-05-16 05:08:30.958000,,00000000000000000065c3f4,My Ideas
000000000000000025776425,http://python2.wordpress.com/apache-ant/,,2011-05-17 22:34:35.986000,2011-05-17 22:34:35.986000,,00000000000000000065c3f4,My Ideas
000000000000000025928569,"Test Date: May 22, 2011 12:50:50 pm
Connection Type: Lte
Server: San Francisco, CA
Download: 18723 kbps
Upload: 4972 kbps
Ping: 70 ms

Latitude: 37.72406
Longitude: -122.17942

A detailed image for this result can be found here:

http://www.speedtest.net/android/55183678.png

Ookla operates Speedtest.net using a massive global infrastructure to minimize the impact of Internet congestion and latency. With millions of tests performed every day across hundreds of servers, Speedtest.net is the ultimate resource for bandwidth testing and related information. Visit it on your computer today to find out why.",,2011-05-22 19:52:13.749000,2011-05-22 19:52:13.749000,,00000000000000000065c3f4,My Ideas
000000000000000025994131,"Check out this app I found called textPlus
Gold http://market.android.com/details?id=com.gogii.textplusgold",,2011-05-24 22:39:37.435000,2011-05-24 22:39:37.435000,,00000000000000000065c3f4,My Ideas
000000000000000026022346,"I am willing to remote telecommute anywhere in the world, no travel of course, for $35/hr c2c - limited time offer !!!",,2011-05-25 20:06:41.435000,2011-05-25 20:06:41.435000,,00000000000000000065c3f4,My Ideas
000000000000000026028913,threedognightzzz@gmail.com,,2011-05-26 00:41:14.666000,2011-05-26 00:41:14.666000,,00000000000000000065c3f4,My Ideas
000000000000000026050183,"bplusdotnet - Cross platform indexed file btree implementation in C#, java and Python: Commit/abort transactions, localized unicode st
http://ostatic.com/bplusdotnet

 #btree",btree,2011-05-26 17:48:29.162000,2011-05-26 17:48:29.162000,,00000000000000000065c3f4,My Ideas
000000000000000026050200,"thatmattbone.com — Binary tree traversal in Python with generators
http://thatmattbone.com/2009/09/binary-tree-traversal-in-python-with-generators/

 #btree",btree,2011-05-26 17:49:11.654000,2011-05-26 17:49:11.654000,,00000000000000000065c3f4,My Ideas
000000000000000026050244,"Scalien
http://scalien.com/keyspace/

 #btree",btree,2011-05-26 17:51:53.654000,2011-05-26 17:51:53.654000,,00000000000000000065c3f4,My Ideas
000000000000000026050311,"distributed btree database using python - Google Search
http://www.google.com/m?gl=us&client=ms-android-verizon&source=android-launcher-widget&hl=en&aq=f&oq=&aqi=-k0d0t0&fkt=27&fsdt=8139&cqt=&rst=&htf=&his=&maction=&q=distributed+btree+database+using+python&flip=0

 #btree",btree,2011-05-26 17:55:24.653000,2011-05-26 17:55:24.653000,,00000000000000000065c3f4,My Ideas
000000000000000026288530,"http://www.newegg.com/Product/Product.aspx?Item=N82E16833320038

https://www.flashrouters.com/routers.php

#DD_WRT",DD_WRT,2011-06-02 23:11:45.200000,2011-06-03 17:08:14.651000,,00000000000000000065c3f4,My Ideas
000000000000000026356755,"9405 5036 9930 0122 0669 69

IPANYWHERE LLC

#USPS",USPS,2011-06-05 02:08:43.605000,2011-06-05 02:08:43,,00000000000000000065c3f4,My Ideas
000000000000000026445562,"http://www.scribd.com/collections/2496633/Documents-Published-by-Ray-C-Horn

#Scribd #documents #resume","documents, Scribd, resume",2011-06-07 15:00:36.280000,2011-06-07 15:00:36.280000,,00000000000000000065c3f4,My Ideas
000000000000000026451864,"http://www.mugen-power-batteries.com/htc/mugen-power-4500mah-extended-battery-for-verizon-htc-thunderbolt-4g-adr6400-with-battery-door.html

#Thunderbolt #battery #4500-extended-battery-for-htc-thunderbolt","battery, Thunderbolt, 4500",2011-06-07 18:42:42.521000,2011-06-07 18:42:42.521000,,00000000000000000065c3f4,My Ideas
000000000000000026487705,"http://tomionrails.blogspot.com/2010/05/install-rubymine-on-ubuntu-1004.html

Install #RubyMine on #Ubuntu 10.04","RubyMine, Ubuntu",2011-06-08 18:23:58.380000,2011-06-08 18:23:58.380000,,00000000000000000065c3f4,My Ideas
000000000000000026488642,"http://itshouldbeuseful.wordpress.com/2011/05/05/create-a-custom-launcher-for-unity-in-ubuntu-11-04/

Create a custom launcher for #RubyMine Unity in #Ubuntu 11.04","RubyMine, Ubuntu",2011-06-08 18:48:44.662000,2011-06-08 18:48:44.662000,,00000000000000000065c3f4,My Ideas
000000000000000026521990,"http://www.ubuntugeek.com/step-by-step-ubuntu-11-04-natty-lamp-server-setup.html

#lamp #ubuntu","lamp, ubuntu",2011-06-09 17:34:28.796000,2011-06-09 17:34:28.796000,,00000000000000000065c3f4,My Ideas
000000000000000026522453,"http://forum.xda-developers.com/showthread.php?t=1074609

 #android #xoom #3.1","android, xoom",2011-06-09 17:52:30.312000,2011-06-09 18:05:50.402000,,00000000000000000065c3f4,My Ideas
000000000000000026523534,"https://market.android.com/details?id=app-com.xtralogic.android.rdpclient

 #rdp #remote-desktop-client","remote, rdp",2011-06-09 18:28:11.179000,2011-06-09 18:28:11.179000,,00000000000000000065c3f4,My Ideas
000000000000000026531483,"http://www.ftb.ca.gov/forms/search/index.aspx

http://www.ftb.ca.gov/forms/misc/3557BC.pdf

http://www.ftb.ca.gov/forms/misc/3557E.pdf

 #ca-ftb-form-3557",ca,2011-06-09 23:42:38.423000,2011-06-09 23:43:10,,00000000000000000065c3f4,My Ideas
000000000000000026621084,"http://bit.ly/k6cjNt

#Sugar-Sync",Sugar,2011-06-12 19:01:48.118000,2011-06-12 19:05:14.371000,,00000000000000000065c3f4,My Ideas
000000000000000026625111,"Stealth Computer, Model: LPC-100 Ultra Small Mini PC - LittlePC Instant Quote Builder
http://www.stealth.com/pb/index.php?comp=LPC100

#low-power-home-server",low,2011-06-12 21:41:16.199000,2011-06-12 21:41:16.199000,,00000000000000000065c3f4,My Ideas
000000000000000026625943,"#Mac Mini CPU Upgrade
http://www.minicpuupgrade.com/upgrade.html

#mac-mini-cpu-upgrade",Mac,2011-06-12 22:07:50.328000,2011-06-12 22:07:50.328000,,00000000000000000065c3f4,My Ideas
000000000000000026628997,"Used #Mac mini - Intel | PowerMax
http://www.powermax.com/parts/code/PM_CU_MM_IN",Mac,2011-06-13 00:24:28.164000,2011-06-13 00:24:28.164000,,00000000000000000065c3f4,My Ideas
000000000000000020081502,"You can reach me M-F either 7 am to 9 am or 8 pm to 10 pm via 415-314-5967 (direct cell).  All times are PST/PDT or GMT-7/8 as applicable. You can also reach me via email during the day during times when I might not wish to speak on the telephone.

#Calls",Calls,2010-09-09 17:34:28.695000,2011-06-15 16:22:57.071000,,00000000000000000065c3f4,My Ideas
000000000000000026527912,"http://www.google.com/search?hl=en&client=ms-android-google&source=android-launcher-search&action=devloc&q=divorce+lawyer+n+fairfield+ca#q=divorce+lawyer+n+fairfield+ca&hl=en&client=ms-android-google&prmd=ivnscm&source=univ&tbm=plcs&tbo=u&ei=WzrxTbTVHIG2sAON2Ly2Dg&sa=X&oi=local_group&ct=more-results&resnum=4&ved=0CIMBELUDMAM&bav=on.2,or.r_gc.r_pw.&fp=6cdc0d042941b2bc&biw=1280&bih=800

 #divorce-lawyer #divorce #lawyer






Coyle John M Law Offices of
Fairfield, CA 94533. OFFICE: (707) 422-7300. FAX: (707) 422-2637. We are conveniently located less than one block from the Solano County Superior ...
www.solanolaw.net/

 740 Texas St # 3, Fairfield 
(707) 422-7300 <span style=""white-space: nowrap; "">Place page</span>


Goodman & Herbert
www.solanolaw.com/

 744 Empire St # 103, Fairfield 
(707) 422-8911 <span style=""white-space: nowrap; "">Place page</span>


We the People
maps.google.com

 1371 Oliver Rd # C, Fairfield 
(707) 428-9871 <span style=""white-space: nowrap; "">Place page</span>


Dana's Paralegal Services
maps.google.com

 733 Texas Street, Fairfield 
(707) 422-8033 <span style=""white-space: nowrap; "">Place page</span>


Daniel R Long, Esq
maps.google.com

 827 Missouri Street, Suite 2, Fairfield 
(707) 421-2476 <span style=""white-space: nowrap; "">Place page</span>


Hodson & Mullin Attys At Law
maps.google.com

 723 Texas Street, Fairfield 
(707) 421-7800



Law Offices-Vera Leigh Marcus
maps.google.com

 609 Webster Street, Fairfield 
(707) 747-0713

","divorce, lawyer",2011-06-09 21:27:01.511000,2011-06-21 06:25:38.138000,,00000000000000000065c3f4,My Ideas
000000000000000026925581,"http://doc.wakanda.org/Installing-Wakanda/Installing-Wakanda.100-689089.en.html

#Javascript #Server","Javascript, Server",2011-06-21 19:56:37.119000,2011-06-21 19:56:37.119000,,00000000000000000065c3f4,My Ideas
000000000000000026926511,"http://www.gainsaver.com/Catalog/List.aspx?&CCode=1228^Mac%20Mini&cid=105&sid=macmini&medium=105&term=105&version=105&ACode=Intel+Core&ACode=2Ghz+to+2.9Ghz


http://www.macmall.com/n/macNavLinks-317?q=8165030&qt=8165030&skus=

#Mac-Refurb #iMac-Refurb","Mac, iMac",2011-06-21 20:30:00.939000,2011-06-21 20:34:58.286000,,00000000000000000065c3f4,My Ideas
000000000000000026927643,"http://geeknizer.com/install-android-froyo-on-pc/

#Android-on-PC #Android-on-VMWare #Android-on-VirtualBox",Android,2011-06-21 21:12:28.887000,2011-06-21 21:12:28.887000,,00000000000000000065c3f4,My Ideas
000000000000000026955549,"http://www.vpnsp.com/microvpn.html

http://openvpn.net/index.php/open-source/335-why-openvpn.html

https://www.secure-tunnel.com/general_questions/webtunnel_ssh.cfm

http://www.quantumg.net/portforward.php

http://www.vpn-for-free.com/

#VPN #HideMyAss.Com #OpenVPN","VPN, HideMyAss, OpenVPN",2011-06-22 16:47:16.600000,2011-06-22 17:33:38.881000,,00000000000000000065c3f4,My Ideas
000000000000000026956777,"http://www.howtogeek.com/51772/how-to-setup-a-vpn-server-using-a-dd-wrt-router/

#DD-WRT #VPN","DD, VPN",2011-06-22 17:34:00.012000,2011-06-22 17:34:00.012000,,00000000000000000065c3f4,My Ideas
000000000000000026965128,"http://www.google.com/products/catalog?pq=buy+1u+atom+server&hl=en&sugexp=ldymls&authuser=0&cp=12&gs_id=135&xhr=t&q=buy+server+rack&qe=YnV5IHNlcnZlciBy&qesig=ePF1Y-KcyfA5ucs66PJEYQ&pkc=AFgZ2tmPRD3m1n7q0gNKqoFsp0eVY53yLJGGkXozbB_QUJfxHGMnU55rYHtxMPIcNMz0a-t1MqxeczMG9l6-lKU2r6jzgPbc3w&rlz=1C1CHFX_enUS429US429&bav=on.2,or.r_gc.r_pw.&biw=1286&bih=958&um=1&ie=UTF-8&tbm=shop&cid=735913740561042405&sa=X&ei=RXQCTvy7No7GsAOonoGXBA&sqi=2&ved=0CGIQ8wIwAQ

http://www.rackmountspecialists.com

#Rack for low-power in-home server farm",Rack,2011-06-22 23:04:45.650000,2011-06-22 23:04:45.650000,,00000000000000000065c3f4,My Ideas
000000000000000026965609,"http://www.arg0.net/encfs

http://members.ferrara.linux.it/freddy77/encfs.html

#Encrypted-File-System",Encrypted,2011-06-22 23:25:04.537000,2011-06-22 23:26:33.628000,,00000000000000000065c3f4,My Ideas
